Student ID,Quiz ID,Correct Answers (Total),Incorrect Answers (Total),Response Time (Avg),Difficulty Prediction,Topic 1 (Correct),Topic 1 (Incorrect),Time Spent on Topic 1,Topic 2 (Correct),Topic 2 (Incorrect),Time Spent on Topic 2,Topic 3 (Correct),Topic 3 (Incorrect),Time Spent on Topic 3,Topic 4 (Correct),Topic 4 (Incorrect),Time Spent on Topic 4,Topic 5 (Correct),Topic 5 (Incorrect),Time Spent on Topic 5,Topic 6 (Correct),Topic 6 (Incorrect),Time Spent on Topic 6,Topic 7 (Correct),Topic 7 (Incorrect),Time Spent on Topic 7,Topic 8 (Correct),Topic 8 (Incorrect),Time Spent on Topic 8,Topic 9 (Correct),Topic 9 (Incorrect),Time Spent on Topic 9,Topic 10 (Correct),Topic 10 (Incorrect),Time Spent on Topic 10
61,3,24,26,23,0,0,5,110,2,3,96,5,0,37,0,5,53,5,0,82,3,2,77,3,2,59,0,5,28,0,5,66,3,2,79
62,1,36,14,11,0,1,4,33,1,4,34,3,2,15,0,5,86,0,5,53,3,2,69,3,2,47,1,4,46,3,2,97,0,5,96
62,2,39,11,7,0,0,5,69,3,2,52,4,1,42,0,5,45,5,0,99,1,4,67,4,1,36,4,1,107,2,3,67,4,1,110
62,3,41,9,15,1,5,0,33,3,2,35,2,3,15,1,4,101,4,1,64,2,3,15,0,5,49,4,1,10,2,3,72,0,5,50
63,1,29,21,21,0,5,0,99,2,3,61,5,0,119,5,0,64,0,5,107,3,2,98,0,5,115,4,1,106,4,1,43,5,0,38
63,2,25,25,24,0,5,0,30,4,1,17,4,1,22,1,4,114,4,1,48,4,1,70,2,3,40,1,4,70,1,4,75,4,1,25
63,3,35,15,13,0,2,3,36,2,3,61,0,5,26,2,3,70,2,3,53,5,0,67,5,0,21,0,5,33,5,0,41,2,3,31
64,1,31,19,19,0,0,5,82,2,3,41,5,0,91,4,1,32,5,0,111,5,0,25,1,4,37,1,4,25,4,1,60,2,3,76
64,2,27,23,9,0,4,1,11,1,4,111,5,0,37,1,4,55,4,1,111,2,3,79,1,4,65,4,1,57,1,4,71,4,1,93
64,3,37,13,26,0,5,0,71,1,4,103,4,1,105,3,2,79,2,3,72,1,4,57,2,3,71,3,2,62,3,2,46,3,2,34
65,1,50,0,5,1,2,3,18,1,4,117,5,0,84,1,4,111,2,3,31,0,5,106,5,0,56,4,1,103,1,4,97,3,2,89
65,2,23,27,8,0,2,3,84,5,0,80,1,4,18,3,2,26,3,2,58,5,0,85,3,2,99,1,4,82,1,4,13,2,3,50
65,3,21,29,28,0,5,0,72,5,0,24,5,0,33,2,3,78,5,0,36,2,3,87,0,5,38,5,0,20,5,0,46,1,4,103
66,1,20,30,8,0,1,4,90,2,3,116,0,5,91,1,4,42,5,0,107,2,3,34,1,4,52,0,5,11,4,1,97,5,0,54
66,2,30,20,10,0,3,2,15,2,3,48,3,2,109,2,3,76,0,5,80,4,1,95,5,0,103,5,0,85,4,1,54,2,3,42
66,3,21,29,17,0,1,4,82,1,4,36,1,4,79,5,0,30,4,1,116,4,1,71,5,0,50,1,4,25,3,2,119,4,1,118
67,1,49,1,9,1,1,4,115,0,5,29,3,2,12,2,3,25,4,1,113,0,5,85,1,4,91,5,0,98,0,5,110,4,1,27
67,2,27,23,21,0,4,1,97,3,2,29,3,2,39,5,0,99,5,0,25,1,4,33,5,0,10,2,3,48,3,2,49,0,5,83
67,3,33,17,23,0,5,0,44,0,5,72,2,3,46,4,1,22,0,5,116,5,0,78,4,1,57,3,2,98,4,1,61,4,1,109
68,1,32,18,22,0,1,4,73,1,4,17,5,0,112,3,2,23,5,0,118,0,5,68,1,4,13,0,5,117,1,4,112,1,4,22
68,2,29,21,27,0,0,5,11,2,3,88,1,4,90,1,4,36,3,2,48,2,3,26,0,5,74,2,3,79,5,0,31,0,5,12
68,3,43,7,15,1,4,1,29,3,2,28,3,2,115,5,0,26,3,2,13,4,1,45,0,5,17,2,3,119,1,4,76,4,1,93
69,1,32,18,25,0,1,4,38,3,2,16,3,2,89,2,3,84,1,4,51,1,4,16,5,0,18,1,4,35,3,2,106,5,0,27
69,2,27,23,27,0,2,3,17,4,1,98,0,5,38,4,1,47,3,2,109,1,4,34,4,1,80,3,2,60,5,0,28,5,0,18
69,3,21,29,18,0,4,1,24,1,4,80,1,4,21,3,2,86,5,0,28,0,5,47,2,3,54,5,0,52,0,5,64,5,0,106
70,1,33,17,13,0,3,2,71,3,2,112,3,2,69,0,5,93,5,0,113,2,3,11,4,1,49,3,2,119,1,4,86,3,2,112
70,2,36,14,26,0,1,4,106,3,2,46,3,2,83,3,2,97,5,0,58,4,1,51,4,1,52,5,0,99,4,1,104,3,2,71
70,3,37,13,25,0,5,0,84,2,3,67,0,5,86,2,3,110,3,2,51,4,1,87,3,2,31,0,5,14,4,1,44,4,1,68
71,1,49,1,13,1,4,1,52,0,5,68,5,0,110,2,3,51,1,4,83,1,4,115,1,4,52,0,5,101,1,4,114,5,0,98
71,2,46,4,5,1,4,1,86,3,2,61,0,5,36,2,3,50,1,4,22,0,5,105,1,4,101,4,1,68,5,0,36,2,3,87
71,3,50,0,9,1,1,4,116,4,1,101,5,0,82,3,2,77,1,4,10,4,1,42,0,5,53,2,3,35,4,1,74,4,1,14
72,1,47,3,19,1,0,5,63,5,0,118,4,1,118,1,4,103,0,5,109,5,0,55,3,2,34,4,1,67,3,2,109,4,1,39
72,2,27,23,24,0,4,1,39,1,4,51,3,2,117,0,5,70,0,5,104,3,2,112,5,0,75,3,2,41,5,0,19,5,0,72
72,3,49,1,10,1,5,0,19,5,0,27,3,2,45,3,2,45,3,2,98,2,3,36,3,2,14,2,3,99,4,1,118,5,0,46
73,1,24,26,26,0,0,5,59,3,2,76,4,1,39,1,4,117,2,3,30,3,2,51,4,1,75,3,2,25,0,5,102,3,2,15
73,2,47,3,15,1,1,4,37,2,3,85,1,4,72,0,5,103,3,2,47,3,2,28,0,5,78,3,2,59,3,2,101,3,2,46
73,3,40,10,5,1,4,1,101,4,1,75,2,3,11,0,5,69,1,4,10,0,5,45,5,0,113,3,2,28,3,2,118,0,5,59
74,1,34,16,15,0,3,2,112,2,3,55,1,4,61,3,2,44,4,1,117,5,0,15,3,2,37,5,0,106,3,2,37,3,2,85
74,2,46,4,13,1,0,5,12,0,5,59,0,5,46,4,1,22,2,3,42,2,3,62,0,5,69,5,0,60,3,2,25,0,5,119
74,3,35,15,21,0,3,2,24,4,1,112,5,0,81,5,0,21,3,2,29,3,2,76,2,3,82,3,2,19,0,5,80,5,0,19
75,1,42,8,25,1,1,4,118,5,0,95,4,1,12,5,0,116,5,0,28,5,0,71,1,4,97,4,1,32,5,0,97,0,5,16
75,2,35,15,8,0,0,5,11,1,4,13,2,3,112,4,1,80,5,0,109,2,3,64,5,0,89,0,5,113,3,2,35,4,1,64
75,3,20,30,10,0,4,1,108,0,5,75,2,3,33,3,2,53,1,4,53,3,2,78,2,3,90,5,0,43,0,5,41,3,2,95
76,1,36,14,13,0,1,4,64,2,3,114,5,0,67,3,2,24,3,2,28,3,2,23,5,0,75,5,0,54,0,5,90,3,2,91
76,2,48,2,28,1,0,5,108,1,4,16,5,0,57,0,5,23,1,4,35,4,1,85,4,1,48,5,0,26,1,4,23,5,0,13
76,3,49,1,23,1,0,5,86,0,5,103,2,3,26,4,1,52,0,5,119,2,3,42,5,0,28,4,1,80,5,0,78,0,5,64
77,1,27,23,29,0,1,4,84,3,2,97,3,2,85,4,1,14,5,0,58,5,0,49,2,3,12,5,0,87,5,0,103,4,1,65
77,2,29,21,15,0,5,0,40,2,3,59,1,4,46,3,2,97,5,0,91,0,5,46,2,3,34,5,0,89,0,5,34,2,3,70
77,3,41,9,10,1,0,5,72,3,2,117,5,0,54,4,1,68,3,2,19,2,3,47,3,2,53,4,1,44,4,1,27,5,0,34
78,1,38,12,23,0,5,0,102,5,0,44,0,5,85,1,4,80,5,0,61,1,4,33,2,3,46,2,3,98,1,4,28,2,3,44
78,2,38,12,27,0,4,1,55,1,4,105,0,5,118,3,2,62,0,5,63,4,1,60,4,1,84,3,2,93,0,5,66,4,1,65
78,3,46,4,23,1,5,0,16,3,2,88,5,0,92,0,5,58,5,0,35,4,1,93,1,4,44,3,2,97,5,0,37,1,4,62
79,1,39,11,19,0,3,2,91,4,1,38,4,1,85,1,4,95,3,2,28,2,3,103,0,5,38,0,5,76,0,5,105,0,5,86
79,2,47,3,23,1,4,1,18,3,2,96,1,4,88,5,0,92,1,4,57,4,1,115,4,1,64,0,5,80,2,3,53,5,0,57
79,3,30,20,8,0,0,5,34,4,1,89,5,0,47,1,4,62,3,2,30,0,5,87,2,3,93,0,5,63,2,3,61,0,5,18
80,1,38,12,15,0,5,0,99,2,3,10,1,4,94,5,0,79,3,2,39,5,0,83,1,4,101,0,5,28,3,2,50,2,3,73
80,2,31,19,11,0,1,4,68,3,2,95,0,5,32,3,2,91,5,0,57,4,1,37,2,3,41,2,3,110,3,2,31,1,4,26
80,3,32,18,15,0,3,2,64,3,2,64,0,5,105,3,2,89,2,3,52,0,5,49,3,2,33,3,2,77,2,3,38,0,5,67
81,1,41,9,10,1,4,1,108,3,2,35,4,1,105,2,3,63,1,4,23,1,4,31,3,2,66,3,2,13,2,3,72,0,5,61
81,2,39,11,15,0,3,2,110,5,0,56,1,4,59,2,3,95,5,0,62,0,5,64,2,3,50,5,0,65,3,2,32,1,4,45
81,3,34,16,12,0,2,3,73,1,4,31,3,2,106,2,3,66,0,5,98,3,2,14,1,4,63,3,2,49,0,5,48,5,0,38
82,1,41,9,23,1,4,1,92,4,1,63,3,2,53,2,3,53,4,1,28,3,2,81,5,0,64,3,2,40,0,5,107,0,5,115
82,2,37,13,22,0,3,2,77,0,5,95,0,5,70,2,3,104,2,3,51,3,2,13,5,0,60,1,4,39,5,0,91,2,3,35
82,3,38,12,6,0,0,5,58,2,3,41,2,3,104,1,4,49,1,4,93,5,0,82,2,3,39,0,5,90,5,0,14,4,1,103
83,1,43,7,9,1,1,4,11,5,0,43,5,0,40,3,2,39,2,3,35,0,5,63,5,0,18,3,2,23,2,3,94,0,5,40
83,2,32,18,19,0,1,4,17,3,2,65,0,5,72,0,5,37,0,5,94,2,3,106,3,2,32,5,0,88,2,3,103,3,2,32
83,3,48,2,16,1,4,1,48,2,3,114,3,2,62,1,4,31,0,5,93,2,3,43,4,1,96,5,0,15,5,0,68,3,2,13
84,1,23,27,5,0,0,5,117,4,1,83,1,4,111,2,3,109,5,0,21,0,5,97,3,2,14,4,1,113,1,4,111,1,4,79
84,2,24,26,19,0,4,1,108,3,2,116,1,4,34,2,3,14,2,3,112,0,5,68,4,1,81,5,0,25,0,5,48,2,3,69
84,3,44,6,19,1,2,3,40,5,0,61,1,4,89,0,5,114,5,0,76,2,3,92,5,0,51,0,5,71,4,1,86,5,0,86
85,1,43,7,24,1,1,4,15,4,1,112,5,0,117,5,0,32,1,4,50,1,4,70,0,5,15,1,4,59,3,2,77,3,2,112
85,2,23,27,13,0,2,3,66,4,1,66,0,5,44,5,0,72,2,3,44,2,3,26,5,0,47,0,5,51,5,0,115,0,5,51
85,3,39,11,21,0,0,5,34,1,4,68,4,1,38,0,5,15,4,1,23,1,4,100,5,0,53,2,3,57,2,3,44,4,1,79
86,1,23,27,5,0,3,2,65,5,0,17,1,4,39,4,1,37,5,0,36,4,1,54,4,1,106,5,0,99,4,1,25,4,1,23
86,2,45,5,25,1,5,0,72,3,2,69,1,4,97,3,2,66,1,4,69,3,2,60,3,2,104,5,0,74,2,3,93,1,4,55
86,3,44,6,18,1,1,4,105,5,0,31,5,0,33,5,0,108,3,2,59,5,0,75,5,0,15,1,4,10,3,2,46,2,3,104
87,1,32,18,5,0,4,1,10,1,4,118,1,4,105,0,5,34,1,4,115,3,2,59,5,0,66,3,2,75,4,1,50,3,2,100
87,2,22,28,19,0,0,5,15,1,4,90,5,0,53,1,4,77,4,1,47,1,4,25,1,4,51,4,1,93,0,5,67,3,2,109
87,3,28,22,27,0,5,0,104,1,4,56,1,4,102,2,3,74,4,1,116,0,5,29,2,3,70,2,3,51,3,2,36,1,4,56
88,1,33,17,23,0,0,5,12,0,5,41,5,0,90,4,1,80,0,5,63,2,3,73,4,1,27,5,0,50,4,1,14,1,4,55
88,2,43,7,10,1,2,3,62,2,3,60,0,5,57,4,1,65,3,2,12,5,0,24,4,1,21,1,4,43,0,5,12,1,4,81
88,3,23,27,16,0,0,5,52,0,5,68,5,0,11,0,5,28,2,3,46,5,0,105,0,5,32,2,3,26,1,4,45,0,5,73
89,1,27,23,15,0,4,1,88,2,3,118,2,3,35,2,3,78,0,5,37,0,5,115,5,0,34,5,0,68,2,3,52,3,2,116
89,2,22,28,27,0,1,4,23,1,4,68,4,1,24,4,1,89,4,1,95,2,3,114,0,5,28,5,0,87,5,0,57,1,4,108
89,3,23,27,29,0,1,4,100,1,4,65,5,0,61,4,1,87,0,5,70,4,1,39,1,4,75,5,0,91,1,4,87,1,4,112
90,1,27,23,17,0,5,0,82,4,1,95,2,3,21,2,3,84,2,3,17,0,5,105,0,5,110,1,4,32,1,4,111,5,0,115
90,2,29,21,24,0,3,2,31,2,3,35,5,0,80,4,1,57,4,1,102,5,0,45,3,2,105,2,3,28,5,0,21,1,4,50
90,3,26,24,5,0,2,3,111,2,3,99,4,1,73,5,0,117,4,1,104,1,4,50,1,4,86,4,1,12,5,0,55,3,2,102
91,1,23,27,14,0,3,2,73,0,5,41,3,2,101,4,1,85,2,3,93,1,4,14,2,3,39,2,3,113,5,0,46,2,3,20
91,2,36,14,12,0,5,0,16,0,5,71,2,3,12,3,2,110,1,4,34,5,0,46,2,3,93,1,4,100,0,5,52,5,0,53
91,3,29,21,14,0,3,2,17,5,0,93,1,4,94,3,2,110,0,5,108,3,2,82,4,1,96,1,4,40,2,3,53,4,1,69
92,1,47,3,21,1,0,5,103,2,3,34,3,2,103,1,4,14,0,5,35,3,2,14,5,0,90,5,0,23,5,0,71,1,4,97
92,2,25,25,17,0,4,1,95,0,5,74,0,5,113,5,0,73,4,1,102,5,0,88,2,3,40,4,1,110,2,3,110,4,1,114
92,3,20,30,13,0,4,1,32,0,5,39,2,3,34,3,2,117,3,2,12,1,4,99,0,5,23,0,5,34,0,5,51,1,4,48
93,1,50,0,17,1,1,4,90,0,5,66,2,3,33,0,5,87,0,5,62,0,5,100,4,1,26,3,2,54,4,1,71,5,0,117
93,2,43,7,24,1,2,3,20,5,0,23,4,1,21,3,2,16,0,5,117,3,2,110,0,5,42,4,1,54,5,0,57,1,4,62
93,3,32,18,19,0,2,3,58,1,4,90,1,4,27,5,0,46,2,3,13,5,0,44,1,4,66,2,3,90,4,1,62,5,0,25
94,1,39,11,29,0,5,0,76,5,0,92,5,0,28,4,1,15,1,4,92,5,0,23,5,0,53,3,2,68,0,5,96,5,0,22
94,2,29,21,25,0,1,4,114,0,5,102,3,2,65,3,2,72,0,5,72,5,0,20,2,3,70,1,4,82,1,4,76,1,4,101
94,3,32,18,13,0,5,0,83,0,5,38,3,2,92,3,2,13,2,3,49,3,2,25,0,5,72,1,4,34,5,0,44,4,1,111
95,1,26,24,17,0,3,2,87,2,3,61,2,3,15,2,3,22,5,0,94,2,3,82,1,4,70,1,4,12,3,2,30,0,5,78
95,2,47,3,25,1,1,4,77,5,0,14,1,4,12,1,4,56,0,5,57,4,1,93,4,1,83,4,1,54,0,5,46,3,2,13
95,3,32,18,17,0,5,0,44,1,4,91,3,2,88,2,3,11,4,1,56,5,0,70,5,0,109,0,5,96,1,4,15,1,4,82
96,1,46,4,17,1,1,4,118,0,5,98,2,3,50,0,5,109,0,5,26,0,5,99,1,4,19,3,2,79,1,4,97,2,3,116
96,2,30,20,16,0,5,0,109,4,1,113,2,3,89,2,3,72,3,2,114,1,4,54,0,5,21,2,3,82,4,1,58,1,4,11
96,3,26,24,20,0,2,3,95,5,0,26,5,0,68,2,3,16,5,0,29,2,3,109,1,4,90,5,0,69,0,5,107,1,4,83
97,1,45,5,19,1,4,1,70,1,4,83,0,5,70,0,5,118,3,2,118,4,1,25,5,0,112,0,5,26,5,0,30,2,3,52
97,2,39,11,25,0,2,3,94,5,0,103,5,0,117,4,1,10,4,1,115,5,0,20,0,5,40,5,0,100,4,1,91,3,2,118
97,3,34,16,9,0,3,2,74,0,5,51,2,3,41,1,4,116,2,3,16,0,5,82,4,1,118,1,4,99,5,0,42,0,5,22
98,1,20,30,7,0,5,0,16,1,4,109,3,2,49,0,5,97,3,2,87,1,4,82,0,5,94,3,2,78,0,5,119,5,0,16
98,2,40,10,8,1,1,4,12,1,4,117,2,3,97,5,0,98,3,2,26,5,0,20,1,4,113,1,4,99,0,5,11,4,1,103
98,3,44,6,21,1,4,1,39,3,2,60,2,3,84,5,0,119,4,1,76,4,1,63,3,2,47,3,2,38,1,4,77,1,4,41
99,1,29,21,27,0,0,5,60,0,5,25,4,1,31,4,1,64,3,2,66,3,2,91,0,5,84,0,5,44,0,5,93,5,0,81
99,2,26,24,12,0,5,0,51,2,3,88,0,5,61,1,4,91,5,0,62,4,1,82,5,0,79,2,3,24,0,5,30,1,4,22
99,3,40,10,8,1,5,0,79,0,5,76,5,0,57,2,3,14,3,2,104,1,4,111,3,2,91,0,5,118,4,1,103,3,2,103
100,1,41,9,18,1,4,1,50,3,2,57,2,3,81,1,4,52,3,2,25,2,3,21,4,1,97,1,4,90,2,3,18,0,5,108
100,2,31,19,15,0,2,3,101,3,2,28,0,5,52,3,2,32,4,1,25,3,2,37,1,4,21,5,0,30,4,1,68,0,5,40
100,3,47,3,24,1,2,3,104,5,0,99,2,3,118,1,4,53,5,0,115,5,0,56,2,3,22,1,4,92,5,0,119,3,2,27
101,1,33,17,13,0,3,2,45,2,3,114,2,3,45,5,0,100,1,4,13,4,1,103,2,3,64,4,1,32,0,5,77,2,3,28
101,2,20,30,5,0,0,5,83,2,3,92,0,5,107,0,5,114,2,3,60,1,4,38,0,5,46,5,0,61,2,3,11,3,2,100
101,3,44,6,15,1,3,2,82,0,5,14,3,2,38,1,4,38,1,4,52,5,0,50,5,0,64,3,2,93,3,2,117,2,3,86
102,1,49,1,8,1,1,4,41,2,3,101,1,4,47,1,4,98,4,1,69,1,4,52,0,5,20,0,5,92,5,0,61,0,5,32
102,2,29,21,28,0,3,2,26,5,0,78,2,3,103,4,1,71,0,5,46,3,2,47,5,0,54,2,3,64,3,2,101,5,0,110
102,3,25,25,24,0,5,0,37,3,2,116,2,3,34,2,3,19,1,4,92,1,4,75,5,0,13,5,0,28,0,5,56,5,0,27
103,1,37,13,13,0,5,0,71,0,5,70,1,4,85,5,0,94,2,3,86,3,2,73,1,4,103,0,5,17,0,5,112,1,4,52
103,2,41,9,20,1,1,4,26,4,1,91,4,1,115,1,4,49,3,2,24,4,1,93,2,3,56,5,0,58,2,3,59,3,2,105
103,3,32,18,29,0,4,1,40,5,0,35,5,0,67,5,0,21,1,4,51,2,3,101,3,2,96,2,3,51,1,4,56,3,2,13
104,1,22,28,26,0,4,1,77,4,1,39,4,1,49,5,0,59,1,4,18,2,3,99,5,0,42,2,3,61,3,2,54,1,4,12
104,2,47,3,23,1,3,2,109,1,4,87,0,5,11,0,5,13,0,5,66,1,4,70,4,1,110,1,4,96,0,5,20,3,2,108
104,3,24,26,6,0,5,0,107,3,2,30,2,3,63,1,4,44,0,5,51,2,3,18,1,4,23,4,1,103,4,1,11,3,2,90
105,1,33,17,12,0,1,4,70,3,2,24,1,4,84,1,4,102,5,0,20,5,0,66,4,1,93,0,5,76,4,1,16,5,0,10
105,2,22,28,25,0,4,1,86,0,5,60,1,4,50,2,3,69,2,3,28,5,0,71,5,0,39,4,1,25,4,1,27,3,2,40
105,3,25,25,15,0,0,5,44,2,3,37,3,2,114,4,1,98,1,4,21,3,2,117,1,4,33,3,2,105,3,2,96,5,0,99
106,1,47,3,17,1,2,3,50,5,0,78,5,0,71,4,1,86,0,5,75,2,3,61,0,5,36,2,3,66,1,4,33,0,5,77
106,2,36,14,24,0,1,4,73,1,4,29,1,4,18,3,2,112,2,3,72,2,3,34,3,2,70,1,4,51,3,2,110,2,3,12
106,3,32,18,19,0,4,1,66,5,0,70,0,5,94,5,0,18,4,1,52,1,4,52,4,1,32,3,2,95,5,0,26,3,2,22
107,1,37,13,20,0,0,5,82,1,4,29,2,3,96,0,5,92,1,4,59,5,0,27,2,3,63,5,0,90,0,5,25,3,2,22
107,2,45,5,9,1,4,1,94,5,0,71,4,1,109,5,0,109,0,5,70,1,4,49,1,4,63,2,3,89,5,0,119,5,0,77
107,3,32,18,20,0,0,5,78,0,5,63,1,4,67,4,1,28,0,5,38,0,5,43,3,2,14,2,3,23,2,3,88,3,2,66
108,1,31,19,8,0,5,0,19,1,4,104,1,4,100,2,3,50,0,5,33,0,5,94,1,4,90,1,4,48,5,0,101,3,2,93
108,2,35,15,10,0,4,1,106,2,3,22,3,2,72,2,3,111,4,1,15,4,1,101,3,2,49,0,5,52,1,4,81,5,0,62
108,3,36,14,12,0,5,0,19,5,0,32,1,4,105,4,1,35,0,5,74,0,5,56,4,1,43,1,4,13,2,3,39,4,1,12
109,1,48,2,8,1,0,5,105,3,2,61,4,1,73,1,4,35,4,1,114,3,2,23,1,4,11,5,0,67,2,3,54,0,5,59
109,2,22,28,13,0,0,5,13,0,5,18,5,0,19,4,1,109,0,5,17,2,3,90,4,1,68,2,3,116,1,4,28,2,3,31
109,3,34,16,9,0,0,5,116,3,2,108,2,3,34,4,1,93,2,3,62,5,0,34,2,3,24,5,0,77,5,0,36,5,0,14
110,1,36,14,24,0,2,3,29,2,3,34,3,2,84,3,2,94,5,0,89,4,1,112,0,5,77,3,2,96,1,4,104,2,3,36
110,2,29,21,22,0,2,3,47,4,1,18,3,2,72,1,4,55,2,3,80,0,5,29,1,4,38,2,3,29,2,3,100,4,1,65
110,3,35,15,20,0,0,5,107,4,1,88,4,1,25,3,2,45,1,4,55,5,0,108,3,2,52,0,5,41,4,1,77,3,2,88
111,1,20,30,27,0,0,5,44,1,4,101,0,5,42,3,2,43,2,3,99,2,3,15,5,0,76,1,4,59,1,4,102,0,5,114
111,2,23,27,8,0,1,4,32,4,1,28,4,1,74,4,1,55,4,1,107,1,4,33,1,4,53,0,5,67,2,3,111,2,3,45
111,3,47,3,11,1,0,5,10,1,4,103,1,4,96,0,5,87,1,4,48,3,2,36,1,4,91,1,4,94,0,5,46,2,3,47
112,1,35,15,29,0,1,4,60,3,2,92,3,2,25,3,2,70,3,2,100,4,1,85,2,3,76,4,1,10,0,5,60,1,4,35
112,2,28,22,18,0,1,4,39,4,1,26,2,3,22,5,0,63,5,0,35,2,3,55,5,0,16,2,3,25,4,1,70,0,5,33
112,3,27,23,12,0,1,4,11,4,1,22,4,1,39,5,0,68,2,3,44,4,1,117,4,1,87,3,2,58,2,3,23,0,5,72
113,1,29,21,13,0,1,4,61,0,5,100,2,3,16,0,5,14,4,1,63,0,5,56,3,2,46,2,3,56,4,1,39,0,5,25
113,2,26,24,8,0,4,1,93,3,2,116,4,1,77,1,4,89,5,0,47,5,0,15,3,2,92,3,2,55,2,3,25,2,3,73
113,3,50,0,14,1,2,3,98,1,4,100,4,1,68,1,4,99,0,5,16,0,5,33,2,3,38,1,4,94,1,4,66,5,0,19
114,1,20,30,7,0,2,3,104,0,5,43,2,3,67,2,3,79,4,1,114,4,1,39,2,3,33,2,3,115,1,4,92,4,1,79
114,2,21,29,15,0,4,1,24,3,2,117,2,3,113,5,0,11,3,2,49,2,3,24,5,0,31,5,0,28,4,1,59,1,4,96
114,3,40,10,19,1,5,0,109,2,3,11,2,3,98,2,3,33,3,2,67,3,2,28,2,3,78,1,4,82,0,5,22,0,5,17
115,1,23,27,19,0,4,1,85,3,2,101,1,4,28,4,1,78,2,3,30,2,3,106,4,1,114,2,3,99,1,4,106,3,2,100
115,2,36,14,22,0,3,2,76,4,1,22,4,1,114,3,2,98,0,5,12,3,2,93,3,2,83,4,1,15,5,0,12,2,3,115
115,3,25,25,6,0,3,2,112,5,0,24,4,1,113,3,2,19,1,4,72,2,3,110,4,1,30,1,4,87,1,4,81,4,1,108
116,1,20,30,28,0,4,1,63,5,0,14,1,4,42,4,1,46,1,4,44,0,5,69,2,3,60,0,5,20,5,0,102,1,4,27
116,2,45,5,13,1,5,0,68,4,1,46,3,2,65,2,3,115,4,1,41,4,1,90,1,4,75,1,4,101,2,3,42,5,0,63
116,3,38,12,18,0,1,4,87,2,3,47,3,2,39,3,2,16,5,0,109,3,2,35,0,5,114,3,2,97,2,3,58,1,4,30
117,1,45,5,10,1,3,2,62,3,2,87,5,0,88,5,0,105,2,3,23,4,1,105,4,1,99,0,5,60,3,2,91,2,3,75
117,2,38,12,24,0,2,3,28,1,4,33,2,3,60,2,3,34,5,0,11,3,2,119,2,3,43,5,0,65,0,5,54,4,1,57
117,3,20,30,9,0,3,2,82,4,1,43,3,2,59,4,1,99,5,0,54,0,5,113,4,1,79,4,1,21,2,3,18,1,4,19
118,1,31,19,9,0,1,4,30,5,0,71,5,0,89,0,5,46,5,0,26,1,4,44,0,5,23,0,5,38,5,0,85,1,4,106
118,2,24,26,9,0,5,0,96,4,1,13,4,1,58,4,1,45,4,1,20,1,4,104,5,0,93,0,5,21,3,2,13,0,5,115
118,3,27,23,5,0,0,5,70,3,2,24,2,3,20,2,3,43,4,1,12,5,0,48,1,4,41,2,3,102,3,2,30,2,3,92
119,1,31,19,19,0,1,4,107,2,3,44,5,0,91,0,5,119,0,5,85,0,5,24,0,5,115,0,5,83,4,1,30,4,1,11
119,2,43,7,14,1,4,1,28,3,2,25,5,0,47,3,2,56,4,1,108,2,3,44,1,4,78,0,5,54,5,0,15,5,0,112
119,3,31,19,8,0,2,3,23,4,1,101,1,4,82,4,1,103,4,1,60,5,0,111,5,0,32,5,0,73,3,2,13,5,0,44
120,1,50,0,6,1,2,3,115,0,5,34,2,3,44,3,2,43,5,0,12,4,1,112,3,2,96,5,0,18,4,1,33,3,2,94
120,2,48,2,18,1,2,3,34,0,5,95,1,4,16,4,1,101,4,1,16,4,1,108,0,5,27,3,2,71,2,3,98,5,0,39
120,3,36,14,10,0,0,5,18,4,1,59,5,0,15,2,3,29,1,4,27,0,5,38,1,4,10,3,2,47,5,0,52,0,5,114
121,1,29,21,18,0,0,5,35,3,2,18,5,0,13,2,3,44,1,4,42,4,1,26,3,2,75,0,5,70,0,5,53,3,2,19
121,2,23,27,15,0,5,0,64,0,5,113,3,2,56,5,0,32,0,5,78,4,1,27,0,5,76,0,5,31,4,1,29,0,5,10
121,3,21,29,29,0,0,5,42,4,1,106,2,3,25,1,4,12,0,5,20,0,5,20,1,4,119,4,1,87,5,0,12,0,5,57
122,1,47,3,5,1,0,5,55,1,4,93,5,0,46,1,4,29,5,0,117,5,0,20,0,5,40,5,0,10,4,1,15,1,4,52
122,2,26,24,22,0,1,4,45,1,4,117,0,5,89,5,0,80,3,2,55,1,4,11,1,4,80,0,5,49,0,5,47,5,0,62
122,3,25,25,7,0,4,1,14,2,3,116,5,0,65,4,1,76,2,3,95,3,2,18,0,5,78,3,2,72,4,1,111,5,0,105
123,1,20,30,29,0,0,5,70,3,2,116,3,2,23,3,2,36,3,2,18,5,0,92,0,5,36,1,4,18,1,4,115,2,3,55
123,2,37,13,17,0,4,1,72,4,1,42,1,4,70,0,5,50,4,1,111,2,3,53,2,3,97,4,1,82,5,0,24,0,5,29
123,3,25,25,15,0,0,5,91,0,5,78,1,4,22,4,1,23,0,5,98,3,2,36,5,0,23,3,2,106,2,3,119,3,2,58
124,1,35,15,9,0,2,3,42,1,4,14,1,4,109,5,0,107,5,0,29,3,2,26,4,1,89,0,5,105,0,5,41,4,1,69
